geo,distance_to_water,elevation,flooded,forest_loss,landcover,rainfall
"{'type': 'Point', 'coordinates': [3.840297839610954, 7.074232862441232]}",300.0,117,0,0,10,15095.471067582257
"{'type': 'Point', 'coordinates': [5.7716757004679256, 8.376790024414538]}",150.0,241,0,1,20,13237.520948765832
"{'type': 'Point', 'coordinates': [9.589515657975891, 8.601368845444417]}",30.0,137,0,1,40,11731.525017956365
"{'type': 'Point', 'coordinates': [5.008107708966333, 9.72426295059382]}",228.47319317591726,219,0,0,10,12401.503472092427
"{'type': 'Point', 'coordinates': [9.140358015916132, 7.523390504500992]}",30.0,118,0,0,40,12374.106788499497
"{'type': 'Point', 'coordinates': [3.3911401975511937, 9.769178714799796]}",566.0388679233962,432,0,0,20,13236.117643832396
"{'type': 'Point', 'coordinates': [10.083589064241629, 9.9488417716237]}",335.4101966249685,697,0,1,20,10491.351658682688
"{'type': 'Point', 'coordinates': [9.364936836946011, 7.478474740295016]}",84.8528137423857,164,0,0,40,12910.293770905584
"{'type': 'Point', 'coordinates': [7.972548146560753, 7.029317098235255]}",469.5742752749559,119,0,0,20,13714.530554503202
"{'type': 'Point', 'coordinates': [4.1996239532587625, 11.655640811450791]}",150.0,166,1,0,40,9508.506094414028
"{'type': 'Point', 'coordinates': [10.218336356859556, 7.298811683471112]}",30.0,209,0,0,40,21864.475498921936
"{'type': 'Point', 'coordinates': [5.592012643644021, 13.317524087071906]}",90.0,266,0,0,40,6299.495985888756
"{'type': 'Point', 'coordinates': [13.003113737630073, 9.903926007417724]}",351.14099732158877,528,0,1,30,10842.88280185017
"{'type': 'Point', 'coordinates': [7.343727447677088, 5.7716757004679256]}",361.2478373637689,118,0,1,10,22114.2833606223
"{'type': 'Point', 'coordinates': [4.424202774288643, 8.646284609650394]}",169.7056274847714,342,0,1,20,12467.689101397431
"{'type': 'Point', 'coordinates': [7.074232862441232, 11.251398933597006]}",42.42640687119285,703,0,0,40,10067.062808118251
"{'type': 'Point', 'coordinates': [12.598871859776288, 9.72426295059382]}",258.0697580112788,256,0,0,40,9862.567936685835
"{'type': 'Point', 'coordinates': [5.7716757004679256, 5.008107708966333]}",30.0,12,0,0,10,31472.61005756259
"{'type': 'Point', 'coordinates': [5.7716757004679256, 5.6369284078499975]}",60.0,15,0,1,10,25298.431831469614
"{'type': 'Point', 'coordinates': [9.320021072740035, 7.747969325530873]}",134.1640786499874,218,0,0,40,12374.441086162251
"{'type': 'Point', 'coordinates': [4.4691185384946195, 9.454768365357964]}",67.0820393249937,199,0,0,20,12282.84935485055
"{'type': 'Point', 'coordinates': [12.284461510334456, 11.88021963248067]}",641.3267497929585,356,0,0,40,7600.784951411969
"{'type': 'Point', 'coordinates': [4.91827618055438, 11.026820112567126]}",150.0,227,0,1,20,11656.064860419086
"{'type': 'Point', 'coordinates': [6.17591757832171, 4.4691185384946195]}",0.0,8,0,0,95,31311.58153903857
"{'type': 'Point', 'coordinates': [8.870863430680274, 10.84715705574322]}",276.5863337187866,688,0,1,20,13428.628223429201
"{'type': 'Point', 'coordinates': [2.897066791285457, 7.20898015505916]}",201.24611797498108,66,0,1,40,11132.381773882145
"{'type': 'Point', 'coordinates': [6.580159456175495, 11.386146226214935]}",256.3201123595259,521,0,0,40,10703.64267305233
"{'type': 'Point', 'coordinates': [10.038673300035653, 8.107295439178682]}",30.0,124,0,1,40,11488.565245098413
"{'type': 'Point', 'coordinates': [9.005610723298203, 8.825947666474299]}",123.69316876852982,212,0,0,20,13404.41951009132
"{'type': 'Point', 'coordinates': [9.814094479005773, 9.050526487504179]}",67.0820393249937,250,0,0,40,11016.826736847563
"{'type': 'Point', 'coordinates': [4.154708189052787, 8.69120037385637]}",318.9043743820395,350,0,1,20,11617.573886572573
"{'type': 'Point', 'coordinates': [7.747969325530873, 10.173420592653581]}",90.0,645,0,1,20,13504.954148485811
"{'type': 'Point', 'coordinates': [7.927632382354777, 11.161567405185055]}",60.0,660,0,0,40,9411.95318542514
"{'type': 'Point', 'coordinates': [12.0149669250986, 12.284461510334456]}",617.7378084592201,346,0,0,40,6881.713152707169
"{'type': 'Point', 'coordinates': [5.412349586820117, 7.523390504500992]}",335.4101966249685,373,0,1,10,15519.906084596616
"{'type': 'Point', 'coordinates': [11.026820112567126, 8.556453081238441]}",276.5863337187866,215,0,0,40,13366.461341825652
"{'type': 'Point', 'coordinates': [13.137861030248002, 11.520893518832862]}",134.1640786499874,352,0,0,30,7913.443230963834
"{'type': 'Point', 'coordinates': [7.074232862441232, 8.242042731796609]}",174.92855684535903,280,0,0,10,11913.397418482416
"{'type': 'Point', 'coordinates': [11.296314697802982, 7.568306268706968]}",453.9823785126467,911,0,1,10,20586.53072667856
"{'type': 'Point', 'coordinates': [4.693697359524499, 12.104798453510552]}",182.48287590894657,281,0,0,20,8172.31492568815
"{'type': 'Point', 'coordinates': [5.187770765790236, 7.613222032912945]}",240.0,456,0,0,50,14669.12062368635
"{'type': 'Point', 'coordinates': [7.613222032912945, 7.074232862441232]}",450.99889135118724,413,0,1,10,13972.517742247031
"{'type': 'Point', 'coordinates': [6.5352436919695185, 11.655640811450791]}",335.4101966249685,571,0,0,40,10184.992032557524
"{'type': 'Point', 'coordinates': [11.565809283038838, 8.870863430680274]}",308.86890422961005,685,0,0,40,12437.779638614078
"{'type': 'Point', 'coordinates': [7.7030535613248965, 10.532746706301388]}",94.86832980505139,642,0,0,20,12627.962825808829
"{'type': 'Point', 'coordinates': [6.355580635145614, 6.041170285703782]}",216.33307652783935,76,0,1,10,19846.210093735717
"{'type': 'Point', 'coordinates': [8.601368845444417, 11.655640811450791]}",127.27922061357854,462,0,1,40,9687.417587297376
"{'type': 'Point', 'coordinates': [4.154708189052787, 10.487830942095414]}",30.0,217,0,0,40,10979.310045943985
"{'type': 'Point', 'coordinates': [3.3462244333452174, 8.286958496002585]}",241.86773244895647,286,0,1,20,11997.56936837052
"{'type': 'Point', 'coordinates': [3.570803254375098, 8.421705788620514]}",150.0,366,0,0,20,12658.65796712051
"{'type': 'Point', 'coordinates': [5.996254521497805, 4.783528887936452]}",0.0,17,0,1,10,30278.227382169804
"{'type': 'Point', 'coordinates': [9.050526487504179, 9.409852601151988]}",60.0,1250,0,0,40,12123.386020278325
"{'type': 'Point', 'coordinates': [8.511537317032467, 8.960694959092226]}",308.86890422961005,371,0,1,20,16147.238569131621
"{'type': 'Point', 'coordinates': [5.996254521497805, 6.714906748793423]}",420.0,291,0,0,10,16898.90549684898
"{'type': 'Point', 'coordinates': [11.386146226214935, 7.792885089736849]}",474.3416490252569,454,0,0,10,19300.442951518242
"{'type': 'Point', 'coordinates': [8.017463910766729, 10.667493998919317]}",182.48287590894657,671,0,0,40,12709.073893411209
"{'type': 'Point', 'coordinates': [7.7030535613248965, 7.927632382354777]}",30.0,104,0,1,20,12394.273863566319
"{'type': 'Point', 'coordinates': [12.0149669250986, 10.84715705574322]}",218.40329667841553,632,0,0,40,10415.712704397589
"{'type': 'Point', 'coordinates': [12.0149669250986, 10.128504828447605]}",240.0,229,0,0,40,9988.322452029912
"{'type': 'Point', 'coordinates': [8.511537317032467, 11.386146226214935]}",0.0,523,1,0,40,9722.202258002877
"{'type': 'Point', 'coordinates': [13.856513257543618, 11.520893518832862]}",379.47331922020555,317,0,0,40,8295.058522137308
"{'type': 'Point', 'coordinates': [7.7030535613248965, 9.230189544328082]}",152.97058540778355,416,0,1,40,14296.30095672887
"{'type': 'Point', 'coordinates': [7.029317098235255, 5.187770765790236]}",228.47319317591726,43,0,1,10,24256.28560944833
"{'type': 'Point', 'coordinates': [6.310664870939639, 5.547096879438045]}",150.0,22,0,1,10,23689.11461832901
"{'type': 'Point', 'coordinates': [6.8047382772053755, 11.700556575656767]}",228.47319317591726,661,0,0,40,9966.201606255456
"{'type': 'Point', 'coordinates': [8.69120037385637, 5.232686529996212]}",247.38633753705963,136,0,0,10,28563.007964823635
"{'type': 'Point', 'coordinates': [8.870863430680274, 7.478474740295016]}",108.16653826391968,172,0,1,40,12257.732412727084
"{'type': 'Point', 'coordinates': [5.457265351026093, 10.622578234713341]}",150.0,330,0,0,40,11947.052019695155
"{'type': 'Point', 'coordinates': [3.3911401975511937, 7.478474740295016]}",169.7056274847714,110,0,0,20,11850.34267476642
"{'type': 'Point', 'coordinates': [7.882716618148801, 9.095442251710155]}",241.86773244895647,418,0,1,20,14236.988019069402
"{'type': 'Point', 'coordinates': [5.95133875729183, 6.939485569823304]}",450.99889135118724,112,0,1,10,14431.242219228996
"{'type': 'Point', 'coordinates': [8.017463910766729, 8.601368845444417]}",134.1640786499874,274,0,1,40,13786.401273791367
"{'type': 'Point', 'coordinates': [5.681844172055973, 7.478474740295016]}",445.9820624195552,361,0,1,10,14612.34599747436
"{'type': 'Point', 'coordinates': [5.6369284078499975, 8.017463910766729]}",90.0,375,0,0,20,14903.121585817236
"{'type': 'Point', 'coordinates': [6.220833342527686, 10.936988584155173]}",494.77267507411926,432,0,0,20,12057.376462104847
"{'type': 'Point', 'coordinates': [7.568306268706968, 10.308167885271509]}",90.0,648,0,1,20,13022.782128977917
"{'type': 'Point', 'coordinates': [7.478474740295016, 11.20648316939103]}",90.0,659,0,0,40,10445.147735737139
"{'type': 'Point', 'coordinates': [12.643787623982265, 10.892072819949197]}",432.6661530556787,463,0,0,30,10061.38726035062
"{'type': 'Point', 'coordinates': [9.409852601151988, 8.511537317032467]}",123.69316876852982,161,0,0,20,11703.187146990676
"{'type': 'Point', 'coordinates': [11.296314697802982, 7.029317098235255]}",108.16653826391968,717,0,0,10,20493.732757671736
"{'type': 'Point', 'coordinates': [5.7716757004679256, 6.894569805617327]}",570.0,152,0,1,10,16005.337679459248
"{'type': 'Point', 'coordinates': [9.49968412956394, 11.79038810406872]}",182.48287590894657,409,0,0,40,8055.550488372472
"{'type': 'Point', 'coordinates': [5.502181115232069, 7.388643211883064]}",442.944691807002,335,0,1,10,14327.048769648303
"{'type': 'Point', 'coordinates': [14.215839371191427, 12.329377274540432]}",300.0,291,0,0,30,7008.0419127644855
"{'type': 'Point', 'coordinates': [4.783528887936452, 6.759822512999399]}",349.85711369071805,115,0,0,10,18646.10753388889
"{'type': 'Point', 'coordinates': [7.568306268706968, 9.903926007417724]}",84.8528137423857,635,0,1,10,14549.445970075396
"{'type': 'Point', 'coordinates': [12.868366445012144, 10.667493998919317]}",517.880295048962,477,0,0,40,10164.232861807268
"{'type': 'Point', 'coordinates': [4.558950066906571, 7.164064390853183]}",474.3416490252569,168,0,0,10,16816.857614886016
"{'type': 'Point', 'coordinates': [6.490327927763542, 4.783528887936452]}",84.8528137423857,18,0,1,10,27404.7712784186
"{'type': 'Point', 'coordinates': [9.72426295059382, 10.577662470507365]}",127.27922061357854,573,0,0,30,11526.481340594502
"{'type': 'Point', 'coordinates': [11.431061990420911, 8.556453081238441]}",426.38011210655685,311,0,1,10,14395.85608933326
"{'type': 'Point', 'coordinates': [6.086086049909758, 9.9488417716237]}",67.0820393249937,249,0,0,40,11828.51399447344
"{'type': 'Point', 'coordinates': [5.412349586820117, 7.792885089736849]}",192.09372712298546,549,0,1,10,15761.930255465588
"{'type': 'Point', 'coordinates': [12.149714217716529, 10.128504828447605]}",247.38633753705963,532,0,0,20,10299.738519766368
"{'type': 'Point', 'coordinates': [8.152211203384658, 4.738613123730476]}",67.0820393249937,32,0,1,10,28008.66299119685
"{'type': 'Point', 'coordinates': [7.792885089736849, 8.781031902268323]}",254.5584412271571,296,0,1,40,13365.285638573296
"{'type': 'Point', 'coordinates': [8.69120037385637, 7.253895919265136]}",296.98484809834997,115,0,0,40,12948.104425970723
"{'type': 'Point', 'coordinates': [12.509040331364336, 10.487830942095414]}",271.66155414412253,417,0,0,30,10831.827929976556
"{'type': 'Point', 'coordinates': [11.296314697802982, 6.939485569823304]}",67.0820393249937,1506,0,0,30,20407.472566794895
"{'type': 'Point', 'coordinates': [12.464124567158361, 12.104798453510552]}",577.0615218501403,350,0,0,30,7249.045139789589
"{'type': 'Point', 'coordinates': [6.40049639935159, 11.610725047244815]}",390.0,490,0,0,40,10300.132196433295
"{'type': 'Point', 'coordinates': [6.849654041411351, 7.388643211883064]}",90.0,134,0,1,10,13546.045988786733
"{'type': 'Point', 'coordinates': [11.386146226214935, 9.589515657975891]}",127.27922061357854,389,0,0,20,10067.588387097701
"{'type': 'Point', 'coordinates': [6.17591757832171, 10.75732552733127]}",563.6488268416781,438,0,0,40,12199.530042109269
"{'type': 'Point', 'coordinates': [10.667493998919317, 12.598871859776288]}",241.86773244895647,349,0,1,40,5033.205140317869
"{'type': 'Point', 'coordinates': [5.097939237378284, 7.972548146560753]}",60.0,569,0,1,10,14367.057674373078
"{'type': 'Point', 'coordinates': [9.72426295059382, 8.421705788620514]}",60.0,118,0,1,40,11006.850754462808
"{'type': 'Point', 'coordinates': [7.65813779711892, 8.197126967590634]}",120.0,181,0,1,10,12300.655920332096
"{'type': 'Point', 'coordinates': [7.388643211883064, 7.298811683471112]}",445.9820624195552,267,0,1,10,13372.118466882268
"{'type': 'Point', 'coordinates': [5.053023473172308, 7.927632382354777]}",94.86832980505139,504,0,1,10,14720.90104342709
"{'type': 'Point', 'coordinates': [7.65813779711892, 7.164064390853183]}",510.0,415,0,1,10,13147.57862237189
"{'type': 'Point', 'coordinates': [11.431061990420911, 6.984401334029279]}",161.55494421403512,1510,0,1,30,20049.46512391069
"{'type': 'Point', 'coordinates': [9.320021072740035, 8.286958496002585]}",174.92855684535903,100,0,1,40,11358.58813508178
"{'type': 'Point', 'coordinates': [7.029317098235255, 11.745472339862744]}",127.27922061357854,631,0,0,40,9564.297168321302
"{'type': 'Point', 'coordinates': [10.353083649477485, 7.523390504500992]}",84.8528137423857,216,0,0,40,19080.124983215625
"{'type': 'Point', 'coordinates': [12.374293038746409, 10.442915177889438]}",189.73665961010278,542,0,0,30,10871.70579496058
"{'type': 'Point', 'coordinates': [10.577662470507365, 9.859010243211747]}",480.93658625644196,261,0,0,20,9484.84218295978
"{'type': 'Point', 'coordinates': [13.27260832286593, 10.308167885271509]}",212.13203435596427,552,0,1,40,10472.049730787405
"{'type': 'Point', 'coordinates': [10.487830942095414, 11.20648316939103]}",351.14099732158877,432,0,1,40,7901.189623107664
"{'type': 'Point', 'coordinates': [9.320021072740035, 9.140358015916132]}",234.30749027719963,428,0,0,40,11172.846533239566
"{'type': 'Point', 'coordinates': [13.182776794453977, 10.622578234713341]}",416.7733196834941,487,0,0,40,10238.783426310913
"{'type': 'Point', 'coordinates': [4.289455481670715, 8.781031902268323]}",296.98484809834997,356,0,0,10,12352.164736130542
"{'type': 'Point', 'coordinates': [10.083589064241629, 8.286958496002585]}",42.42640687119285,115,0,0,20,11154.511188539433
"{'type': 'Point', 'coordinates': [6.220833342527686, 7.65813779711892]}",67.0820393249937,218,0,0,20,13055.358169766143
"{'type': 'Point', 'coordinates': [5.3674338226141405, 6.131001814115734]}",90.0,29,0,1,10,23105.402091562748
"{'type': 'Point', 'coordinates': [9.364936836946011, 9.095442251710155]}",192.09372712298546,354,0,0,40,11680.824793976753
"{'type': 'Point', 'coordinates': [8.421705788620514, 11.296314697802982]}",30.0,555,0,0,40,10053.588814005296
"{'type': 'Point', 'coordinates': [9.050526487504179, 8.69120037385637]}",67.0820393249937,181,0,0,10,13350.438014724532
"{'type': 'Point', 'coordinates': [6.894569805617327, 9.050526487504179]}",216.33307652783935,182,0,1,40,12862.16774507623
"{'type': 'Point', 'coordinates': [7.568306268706968, 6.220833342527686]}",134.1640786499874,96,0,0,10,18455.95099817589
"{'type': 'Point', 'coordinates': [11.745472339862744, 7.164064390853183]}",381.8376618407357,912,0,0,10,18984.533668663353
"{'type': 'Point', 'coordinates': [7.388643211883064, 10.442915177889438]}",30.0,599,0,1,40,12045.807947901369
"{'type': 'Point', 'coordinates': [9.320021072740035, 7.927632382354777]}",30.0,107,0,1,20,11700.768097274427
"{'type': 'Point', 'coordinates': [10.083589064241629, 10.353083649477485]}",152.97058540778355,511,0,0,30,9978.884231907428
"{'type': 'Point', 'coordinates': [5.906422993085854, 10.802241291537246]}",450.0,429,0,1,40,11538.890096775394
"{'type': 'Point', 'coordinates': [6.580159456175495, 11.026820112567126]}",247.38633753705963,472,0,1,20,11822.461004706369
"{'type': 'Point', 'coordinates': [6.8047382772053755, 9.903926007417724]}",30.0,356,1,0,40,13513.687126450648
"{'type': 'Point', 'coordinates': [11.79038810406872, 7.20898015505916]}",424.26406871192853,1381,0,1,30,20759.49975046949
"{'type': 'Point', 'coordinates': [8.870863430680274, 9.993757535829676]}",67.0820393249937,1151,0,1,40,12824.092064350589
"{'type': 'Point', 'coordinates': [3.840297839610954, 9.49968412956394]}",300.0,358,0,1,20,11784.648645776037
"{'type': 'Point', 'coordinates': [8.197126967590634, 10.487830942095414]}",234.30749027719963,702,0,1,40,12995.920851795341
"{'type': 'Point', 'coordinates': [10.84715705574322, 9.185273780122108]}",120.0,206,0,0,20,10200.709412131835
"{'type': 'Point', 'coordinates': [10.75732552733127, 8.017463910766729]}",123.69316876852982,174,0,0,20,14885.098590767058
"{'type': 'Point', 'coordinates': [7.43355897608904, 6.445412163557567]}",152.97058540778355,385,0,1,30,18060.741078685038
"{'type': 'Point', 'coordinates': [10.622578234713341, 9.9488417716237]}",458.91175622335066,277,0,0,20,9453.53778795118
"{'type': 'Point', 'coordinates': [7.972548146560753, 8.511537317032467]}",67.0820393249937,390,0,0,20,13640.999913585803
"{'type': 'Point', 'coordinates': [4.783528887936452, 12.149714217716529]}",120.0,218,0,1,40,8081.5298051250065
"{'type': 'Point', 'coordinates': [2.986898319697409, 8.152211203384658]}",391.15214431215895,264,0,1,20,12577.811013885053
"{'type': 'Point', 'coordinates': [3.9301293680229064, 7.8378008539428246]}",228.47319317591726,316,0,1,50,11849.102216220519
"{'type': 'Point', 'coordinates': [5.592012643644021, 11.386146226214935]}",212.13203435596427,422,0,0,40,10700.611746081273
"{'type': 'Point', 'coordinates': [5.861507228879877, 9.679347186387844]}",84.8528137423857,104,0,0,40,11655.52404605571
"{'type': 'Point', 'coordinates': [10.98190434836115, 11.161567405185055]}",416.7733196834941,423,0,0,40,8072.057285145653
"{'type': 'Point', 'coordinates': [4.379287010082667, 9.140358015916132]}",192.09372712298546,258,0,0,20,10994.04709562118
"{'type': 'Point', 'coordinates': [7.792885089736849, 7.298811683471112]}",442.944691807002,203,0,0,10,13010.263413434208
"{'type': 'Point', 'coordinates': [12.688703388188241, 10.083589064241629]}",469.5742752749559,539,0,0,40,11962.494586822402
"{'type': 'Point', 'coordinates': [3.7953820754049783, 8.601368845444417]}",241.86773244895647,371,0,1,10,12213.838928767265
"{'type': 'Point', 'coordinates': [3.9301293680229064, 10.712409763125294]}",192.09372712298546,344,0,0,40,11549.773074183862
"{'type': 'Point', 'coordinates': [10.622578234713341, 9.230189544328082]}",212.13203435596427,186,0,0,40,10011.687624552935
"{'type': 'Point', 'coordinates': [7.343727447677088, 8.286958496002585]}",152.97058540778355,85,0,1,40,11758.252061048524
"{'type': 'Point', 'coordinates': [6.5352436919695185, 4.963191944760356]}",67.0820393249937,19,0,1,10,29390.466246068478
"{'type': 'Point', 'coordinates': [3.840297839610954, 11.116651640979079]}",241.86773244895647,231,0,0,40,11403.940859053282
"{'type': 'Point', 'coordinates': [4.738613123730476, 6.310664870939639]}",84.8528137423857,11,0,1,10,21611.360381715
"{'type': 'Point', 'coordinates': [10.577662470507365, 10.128504828447605]}",512.6402247190518,331,0,0,40,9158.208924539853
"{'type': 'Point', 'coordinates': [7.20898015505916, 9.903926007417724]}",150.0,590,0,1,20,14539.743129744107
"{'type': 'Point', 'coordinates': [5.726759936261949, 7.8378008539428246]}",212.13203435596427,524,0,1,10,15477.827629374355
"{'type': 'Point', 'coordinates': [4.91827618055438, 8.197126967590634]}",120.0,419,0,1,10,14552.009256266349
"{'type': 'Point', 'coordinates': [4.783528887936452, 11.79038810406872]}",268.3281572999748,250,0,0,20,9681.204558672172
"{'type': 'Point', 'coordinates': [2.897066791285457, 8.197126967590634]}",335.4101966249685,291,0,1,20,13380.062019273813
"{'type': 'Point', 'coordinates': [9.72426295059382, 7.8378008539428246]}",192.09372712298546,142,0,1,40,12441.953740970352
"{'type': 'Point', 'coordinates': [5.457265351026093, 8.017463910766729]}",127.27922061357854,477,0,0,20,15232.121754300664
"{'type': 'Point', 'coordinates': [8.197126967590634, 9.409852601151988]}",192.09372712298546,532,0,0,40,15671.327277261074
"{'type': 'Point', 'coordinates': [11.520893518832862, 11.116651640979079]}",270.0,301,0,0,40,7896.538471767708
"{'type': 'Point', 'coordinates': [7.343727447677088, 6.265749106733662]}",228.47319317591726,292,0,1,30,18733.169027713127
"{'type': 'Point', 'coordinates': [7.478474740295016, 6.5352436919695185]}",150.0,247,0,1,10,18220.36366986856
"{'type': 'Point', 'coordinates': [9.769178714799796, 7.253895919265136]}",212.13203435596427,217,0,0,40,17889.1798323284
"{'type': 'Point', 'coordinates': [6.310664870939639, 9.903926007417724]}",30.0,236,0,1,10,12219.081634625247
"{'type': 'Point', 'coordinates': [11.161567405185055, 10.75732552733127]}",234.30749027719963,551,0,0,20,8991.268903774328
"{'type': 'Point', 'coordinates': [12.059882689304576, 9.454768365357964]}",84.8528137423857,153,1,1,40,9076.148289380486
"{'type': 'Point', 'coordinates': [3.3462244333452174, 9.005610723298203]}",210.0,420,0,0,20,11835.48140555391
"{'type': 'Point', 'coordinates': [7.20898015505916, 7.253895919265136]}",330.0,205,0,0,10,13074.88173569995
"{'type': 'Point', 'coordinates': [6.759822512999399, 7.20898015505916]}",30.0,56,0,1,10,12516.038976726117
"{'type': 'Point', 'coordinates': [7.613222032912945, 9.634431422181867]}",60.0,565,0,1,20,15923.988008619093
"{'type': 'Point', 'coordinates': [7.568306268706968, 6.580159456175495]}",134.1640786499874,164,0,1,10,16508.544475489296
"{'type': 'Point', 'coordinates': [5.457265351026093, 7.478474740295016]}",375.89892258425004,381,0,1,10,14916.19095823518
"{'type': 'Point', 'coordinates': [9.409852601151988, 6.6699909845874465]}",192.09372712298546,224,0,0,20,21073.427939914
"{'type': 'Point', 'coordinates': [6.490327927763542, 11.520893518832862]}",349.85711369071805,559,0,1,40,10613.623242438163
"{'type': 'Point', 'coordinates': [4.019960896434859, 10.038673300035653]}",276.5863337187866,283,0,0,20,13024.922049395262
"{'type': 'Point', 'coordinates': [3.3462244333452174, 6.939485569823304]}",218.40329667841553,22,0,1,10,14462.778899499695
"{'type': 'Point', 'coordinates': [4.6038658311125475, 6.625075220381471]}",216.33307652783935,58,0,1,10,19120.88534642756
"{'type': 'Point', 'coordinates': [7.43355897608904, 10.308167885271509]}",67.0820393249937,632,0,0,40,12772.235642074234
"{'type': 'Point', 'coordinates': [4.379287010082667, 7.164064390853183]}",417.85164831552356,130,0,1,10,16869.403180873953
"{'type': 'Point', 'coordinates': [5.816591464673902, 7.20898015505916]}",466.6904755831213,213,0,0,10,14759.989883169532
"{'type': 'Point', 'coordinates': [8.511537317032467, 6.131001814115734]}",30.0,45,0,1,10,21699.57150668651
"{'type': 'Point', 'coordinates': [5.547096879438045, 11.970051160892623]}",241.86773244895647,328,0,0,40,8704.21464556823
"{'type': 'Point', 'coordinates': [3.7953820754049783, 12.149714217716529]}",210.0,270,0,1,30,8287.018509016843
"{'type': 'Point', 'coordinates': [5.187770765790236, 10.263252121065532]}",127.27922061357854,278,0,1,40,12232.707064323606
"{'type': 'Point', 'coordinates': [7.972548146560753, 7.523390504500992]}",256.3201123595259,180,0,0,40,12187.467030592148
"{'type': 'Point', 'coordinates': [3.66063478278705, 9.72426295059382]}",465.72524088780074,313,0,1,20,12785.82178493093
"{'type': 'Point', 'coordinates': [4.514034302700596, 11.970051160892623]}",174.92855684535903,253,0,0,20,8049.37975762914
"{'type': 'Point', 'coordinates': [12.91328220921812, 9.454768365357964]}",60.0,195,0,0,30,9799.715201408602
"{'type': 'Point', 'coordinates': [4.4691185384946195, 7.43355897608904]}",305.9411708155671,245,0,1,10,15817.696433803067
"{'type': 'Point', 'coordinates': [8.870863430680274, 10.622578234713341]}",284.60498941515414,773,0,0,40,13638.176406019367
"{'type': 'Point', 'coordinates': [10.308167885271509, 8.646284609650394]}",30.0,105,1,0,40,10992.949473772831
"{'type': 'Point', 'coordinates': [6.355580635145614, 8.107295439178682]}",134.1640786499874,367,0,1,10,13048.128352988508
"{'type': 'Point', 'coordinates': [3.5258874901691217, 9.859010243211747]}",573.149195236284,350,0,1,20,13589.048872506508
"{'type': 'Point', 'coordinates': [5.008107708966333, 8.736116138062346]}",241.86773244895647,210,0,0,40,12748.255173508394
"{'type': 'Point', 'coordinates': [10.353083649477485, 8.062379674972705]}",180.0,154,0,1,20,13405.829461099733
"{'type': 'Point', 'coordinates': [10.532746706301388, 7.882716618148801]}",276.5863337187866,174,0,1,20,14922.89714233404
"{'type': 'Point', 'coordinates': [5.592012643644021, 8.062379674972705]}",60.0,326,0,0,20,13915.642090918365
"{'type': 'Point', 'coordinates': [5.142855001584261, 6.894569805617327]}",553.1726674375732,192,0,1,10,18428.367211908102
"{'type': 'Point', 'coordinates': [5.412349586820117, 8.511537317032467]}",241.86773244895647,266,0,1,20,13823.849050580273
"{'type': 'Point', 'coordinates': [8.286958496002585, 7.927632382354777]}",67.0820393249937,76,0,0,40,11887.689735133255
"{'type': 'Point', 'coordinates': [4.738613123730476, 8.197126967590634]}",0.0,385,0,1,20,12966.293800326283
"{'type': 'Point', 'coordinates': [5.502181115232069, 5.008107708966333]}",42.42640687119285,18,0,0,10,33105.57866183482
"{'type': 'Point', 'coordinates': [4.334371245876691, 6.5352436919695185]}",108.16653826391968,27,0,1,30,18612.138088196516
"{'type': 'Point', 'coordinates': [14.17092360698545, 12.149714217716529]}",417.85164831552356,291,1,0,30,7203.803050783415
"{'type': 'Point', 'coordinates': [5.547096879438045, 6.759822512999399]}",510.8815909777921,61,0,1,10,17456.483364810236
"{'type': 'Point', 'coordinates': [12.374293038746409, 9.859010243211747]}",218.40329667841553,413,0,1,20,10457.316754505271
"{'type': 'Point', 'coordinates': [10.308167885271509, 8.152211203384658]}",152.97058540778355,140,0,1,20,12634.681446108081
"{'type': 'Point', 'coordinates': [10.173420592653581, 9.005610723298203]}",218.40329667841553,203,0,0,40,10826.54461314436
"{'type': 'Point', 'coordinates': [4.91827618055438, 11.610725047244815]}",254.5584412271571,283,0,0,20,9945.538955888507
"{'type': 'Point', 'coordinates': [10.892072819949197, 9.544599893769915]}",313.20919526731655,429,0,0,40,10054.224368791762
"{'type': 'Point', 'coordinates': [7.298811683471112, 11.341230462008959]}",42.42640687119285,665,0,0,40,10096.84467536604
"{'type': 'Point', 'coordinates': [4.244539717464739, 10.397999413683461]}",42.42640687119285,225,0,1,20,11076.290084326432
"{'type': 'Point', 'coordinates': [3.615719018581074, 9.005610723298203]}",152.97058540778355,397,0,0,40,11677.277146391672
"{'type': 'Point', 'coordinates': [8.286958496002585, 10.128504828447605]}",127.27922061357854,742,0,0,40,13422.831478848699
"{'type': 'Point', 'coordinates': [6.220833342527686, 5.906422993085854]}",271.66155414412253,38,0,1,30,19814.424251548015
"{'type': 'Point', 'coordinates': [7.792885089736849, 7.523390504500992]}",300.0,272,0,0,20,13091.204550145303
"{'type': 'Point', 'coordinates': [6.759822512999399, 5.6369284078499975]}",60.0,22,0,1,10,24669.365486798808
"{'type': 'Point', 'coordinates': [7.029317098235255, 12.284461510334456]}",284.60498941515414,473,0,0,40,8480.949264620616
"{'type': 'Point', 'coordinates': [2.8072352628735047, 8.646284609650394]}",361.2478373637689,284,0,0,20,12586.294192672562
"{'type': 'Point', 'coordinates': [10.84715705574322, 7.119148626647208]}",182.48287590894657,519,0,1,10,23310.8079165986
